Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
249,2039808,186.798336,0.4930,0.4497,0.5267,3684.06,11.375
250,2048000,193.365874,0.7683,0.5117,0.5386,4191.74,8.1875
251,2056192,189.606598,0.3981,0.5008,0.5170,4102.92,8.0625
252,2064384,196.488882,0.4717,0.4330,0.5210,3547.51,9.375
253,2072576,186.374883,0.4499,0.5360,0.5307,4390.55,10.8125
254,2080768,193.221102,0.5412,0.4550,0.5066,3727.41,8.6875
255,2088960,180.324899,0.5227,0.4743,0.5166,3885.06,12.8125
256,2097152,181.490292,0.6547,0.4202,0.5308,3442.35,6.6875
257,2105344,186.228827,0.4938,0.5156,0.5057,4223.40,12.0625
258,2113536,187.437084,0.3750,0.4816,0.5317,3945.27,8.125
259,2121728,187.108865,0.6732,0.4583,0.5254,3754.74,9.5
260,2129920,181.466423,0.5503,0.4757,0.5143,3896.69,13.1875
261,2138112,181.780076,0.5739,0.5244,0.5481,4295.49,5.75
262,2146304,187.381371,0.4795,0.5606,0.5214,4592.83,9.4375
263,2154496,197.967179,0.6225,0.4766,0.5214,3904.04,10.875
264,2162688,194.020108,0.3399,0.4299,0.4987,3521.99,13.3125
265,2170880,195.179172,0.6567,0.5304,0.5364,4344.69,7.1875
266,2179072,185.038854,0.1792,0.4434,0.4943,3632.23,13.1875
267,2187264,187.990481,0.3690,0.4646,0.5202,3806.14,13.4375
268,2195456,192.833803,0.4796,0.5471,0.5206,4481.60,9.625
269,2203648,197.588576,0.5396,0.4313,0.5223,3532.86,8.25
270,2211840,187.959137,0.8915,0.4803,0.5376,3934.89,9.5
271,2220032,193.517962,0.8491,0.5419,0.5411,4439.09,2.6875
272,2228224,190.943538,0.3313,0.4437,0.4932,3634.44,14.9375
273,2236416,198.105200,0.4392,0.4603,0.5357,3771.14,8.0625
274,2244608,190.540261,0.7817,0.5289,0.5211,4332.59,10.75
275,2252800,190.512196,0.3247,0.4575,0.5127,3748.01,8.125
276,2260992,187.463552,0.3894,0.4721,0.5106,3867.05,8.9375
277,2269184,192.628059,0.2913,0.4294,0.5100,3517.26,10.8125
278,2277376,187.842495,0.5414,0.4777,0.5159,3913.34,11.1875
279,2285568,181.784641,0.6844,0.4461,0.5425,3654.77,6.6875
280,2293760,192.134497,0.4623,0.5042,0.5263,4130.33,10.8125
281,2301952,194.725899,0.3702,0.4691,0.5162,3842.48,10.75
282,2310144,192.390444,0.4887,0.5344,0.5219,4377.48,8.0625
283,2318336,189.299946,0.6576,0.4091,0.5109,3351.46,12.125
284,2326528,188.170208,0.3011,0.5210,0.5111,4267.69,13.6875
285,2334720,189.018530,0.3141,0.4513,0.5267,3696.86,6.875
286,2342912,195.427552,0.5314,0.5462,0.5031,4474.85,12.375
287,2351104,190.880810,0.3749,0.4428,0.5248,3627.30,10.8125
288,2359296,197.934848,0.4215,0.4811,0.5139,3941.11,14.875
289,2367488,190.529145,0.5705,0.4786,0.5126,3920.95,9.375
290,2375680,194.566950,0.2713,0.4344,0.5113,3559.00,10.9375
291,2383872,186.705721,0.2852,0.5179,0.5063,4242.31,13.5625
292,2392064,198.990634,0.3293,0.4677,0.5286,3831.69,7.0625
293,2400256,190.261096,0.3616,0.4538,0.5012,3717.46,15.75
294,2408448,189.967595,0.5518,0.5258,0.5246,4307.61,8.1875
295,2416640,191.679050,0.4810,0.4119,0.4920,3374.10,13.4375
296,2424832,191.254851,0.2642,0.4965,0.5197,4067.20,9.5
297,2433024,190.828233,0.4818,0.4530,0.5269,3711.33,10.8125
298,2441216,188.015574,0.6089,0.4528,0.5159,3709.46,10.8125
299,2449408,190.396155,0.5141,0.5238,0.5269,4291.28,6.625
300,2457600,191.679286,0.5279,0.4629,0.5029,3792.45,13.5
301,2465792,194.007762,0.1927,0.4474,0.5179,3665.34,12.125
302,2473984,188.757392,0.4004,0.4783,0.5194,3917.91,10.9375
303,2482176,196.234171,0.0522,0.4782,0.5079,3917.29,11.5
304,2490368,192.155245,0.7368,0.4576,0.5387,3748.27,11.5625
305,2498560,196.946017,0.4079,0.4761,0.5032,3900.51,12.0625
306,2506752,205.305229,0.6512,0.4758,0.5215,3898.14,9.0
307,2514944,250.118710,0.2620,0.5269,0.5126,4316.75,10.75
308,2523136,247.008785,0.3983,0.4658,0.5235,3815.82,9.9375
309,2531328,237.423022,0.5252,0.4887,0.5207,4003.45,10.8125
310,2539520,220.459631,0.5914,0.4767,0.5266,3905.01,9.5625
